readtime,noaacode,temperature,humidity,dewpoint,windvelocity
3/23/2006 2:00,KCLM,41,93,39.2,2
3/23/2006 3:00,KCLM,42.8,93,41,0
3/23/2006 4:00,KCLM,42.8,89,39.2,6
3/23/2006 5:00,KCLM,42.8,89,39.2,2
3/23/2006 6:00,KCLM,41,93,39.2,5
3/23/2006 7:00,KCLM,42.8,93,41,0
3/23/2006 8:00,KCLM,46.4,80,41,2
3/23/2006 9:00,KCLM,50,77,42.8,5
3/23/2006 10:00,KCLM,50,74,41,2
3/23/2006 11:00,KCLM,53.6,64,41,0
3/23/2006 12:00,KCLM,53.6,67,42.8,4
3/23/2006 13:00,KCLM,55.4,57,41,0
3/23/2006 14:00,KCLM,59,48,37.4,8
3/23/2006 15:00,KCLM,60.8,43,37.4,7
3/23/2006 16:00,KCLM,55.4,53,39.2,4
3/23/2006 17:00,KCLM,55.4,49,37.4,5
3/23/2006 18:00,KCLM,55.4,47,35.6,2
3/23/2006 19:00,KCLM,53.6,53,35.6,4
3/23/2006 20:00,KCLM,51.8,64,39.2,7
3/23/2006 21:00,KCLM,50,71,41,11
3/23/2006 22:00,KCLM,46.4,80,41,13
3/23/2006 23:00,KCLM,46.4,83,41,12
3/24/2006 0:00,KCLM,44.6,89,42.8,5
3/24/2006 1:00,KCLM,44.6,93,42.8,2
3/24/2006 2:00,KCLM,44.6,93,42.8,2
3/24/2006 3:00,KCLM,44.6,96,42.8,2
3/24/2006 4:00,KCLM,44.6,96,42.8,0
3/24/2006 5:00,KCLM,42.8,93,41,5
3/24/2006 6:00,KCLM,41,89,37.4,6
3/24/2006 7:00,KCLM,42.8,89,41,5
3/24/2006 8:00,KCLM,46.4,83,41,5
3/24/2006 9:00,KCLM,46.4,86,42.8,0
3/24/2006 10:00,KCLM,50,77,42.8,0
3/24/2006 11:00,KCLM,46.4,68,37.4,7
3/24/2006 12:00,KCLM,48.2,74,41,6
3/24/2006 13:00,KCLM,48.2,66,37.4,4
3/24/2006 14:00,KCLM,48.2,63,35.6,10
3/24/2006 15:00,KCLM,46.4,68,35.6,13
3/24/2006 16:00,KCLM,48.2,59,33.8,10
3/24/2006 17:00,KCLM,44.6,66,33.8,13
3/24/2006 18:00,KCLM,42.8,65,32,15
3/24/2006 19:00,KCLM,41,71,32,8
3/24/2006 20:00,KCLM,41,70,32,11
3/24/2006 21:00,KCLM,37.4,76,32,4
3/24/2006 22:00,KCLM,37.4,79,32,8
3/24/2006 23:00,KCLM,37.4,76,32,10
3/25/2006 0:00,KCLM,35.6,79,32,0
3/25/2006 1:00,KCLM,35.6,82,32,7
3/25/2006 2:00,KCLM,33.8,89,32,5
3/25/2006 3:00,KCLM,33.8,89,32,7
3/25/2006 4:00,KCLM,33.8,85,30.2,7
3/25/2006 5:00,KCLM,32,85,30.2,7
3/25/2006 6:00,KCLM,32,85,30.2,7
3/25/2006 7:00,KCLM,33.8,82,30.2,7
3/25/2006 8:00,KCLM,39.2,70,32,7
3/25/2006 9:00,KCLM,42.8,65,32,2
3/25/2006 10:00,KCLM,44.6,60,32,5
3/25/2006 11:00,KCLM,44.6,58,32,6
3/25/2006 12:00,KCLM,46.4,61,33.8,5
3/25/2006 13:00,KCLM,46.4,61,33.8,7
3/25/2006 14:00,KCLM,46.4,63,33.8,7
3/25/2006 15:00,KCLM,48.2,59,33.8,12
3/25/2006 16:00,KCLM,44.6,66,33.8,11
3/25/2006 17:00,KCLM,44.6,61,32,12
3/25/2006 18:00,KCLM,42.8,68,33.8,12
3/25/2006 19:00,KCLM,42.8,68,32,11
3/25/2006 20:00,KCLM,41,65,30.2,11
3/25/2006 21:00,KCLM,37.4,76,32,8
3/25/2006 22:00,KCLM,37.4,65,28.4,7
3/25/2006 23:00,KCLM,37.4,62,28.4,7
3/26/2006 0:00,KCLM,37.4,65,28.4,7
3/26/2006 1:00,KCLM,35.6,73,30.2,0
3/26/2006 2:00,KCLM,37.4,62,28.4,5
3/26/2006 3:00,KCLM,37.4,70,30.2,5
3/26/2006 4:00,KCLM,32,85,30.2,2
3/26/2006 5:00,KCLM,35.6,79,30.2,4
3/26/2006 6:00,KCLM,35.6,79,32,0
3/26/2006 7:00,KCLM,37.4,76,32,5
3/26/2006 8:00,KCLM,39.2,76,32,0
3/26/2006 9:00,KCLM,44.6,65,33.8,4
3/26/2006 10:00,KCLM,44.6,68,33.8,4
3/26/2006 11:00,KCLM,44.6,71,35.6,5
3/26/2006 12:00,KCLM,44.6,68,35.6,5
3/26/2006 13:00,KCLM,46.4,66,35.6,5
3/26/2006 14:00,KCLM,46.4,59,33.8,6
3/26/2006 15:00,KCLM,44.6,66,33.8,4
3/26/2006 16:00,KCLM,44.6,68,33.8,2
3/26/2006 17:00,KCLM,44.6,61,32,2
3/26/2006 18:00,KCLM,44.6,65,33.8,0
3/26/2006 19:00,KCLM,41,73,33.8,2
3/26/2006 20:00,KCLM,37.4,82,33.8,0
3/26/2006 21:00,KCLM,39.2,86,35.6,4
3/26/2006 22:00,KCLM,39.2,86,35.6,4
3/26/2006 23:00,KCLM,37.4,89,33.8,0
3/27/2006 0:00,KCLM,35.6,93,33.8,4
3/27/2006 1:00,KCLM,37.4,86,33.8,5
3/27/2006 2:00,KCLM,37.4,86,33.8,6
3/27/2006 3:00,KCLM,37.4,86,33.8,5
3/27/2006 4:00,KCLM,37.4,86,33.8,4
3/27/2006 5:00,KCLM,37.4,89,33.8,0
3/27/2006 6:00,KCLM,37.4,86,33.8,4
3/27/2006 7:00,KCLM,41,82,35.6,6
3/27/2006 8:00,KCLM,42.8,83,37.4,4
3/27/2006 9:00,KCLM,44.6,80,37.4,6
3/27/2006 10:00,KCLM,44.6,74,37.4,7
3/27/2006 11:00,KCLM,44.6,74,37.4,7
3/27/2006 12:00,KCLM,44.6,71,35.6,10
3/27/2006 13:00,KCLM,46.4,68,37.4,7
3/27/2006 14:00,KCLM,48.2,63,35.6,6
3/27/2006 15:00,KCLM,50,61,35.6,8
3/27/2006 16:00,KCLM,50,59,35.6,8
3/27/2006 17:00,KCLM,48.2,63,35.6,7
3/27/2006 18:00,KCLM,46.4,63,35.6,7
3/27/2006 19:00,KCLM,46.4,66,35.6,7
3/27/2006 20:00,KCLM,44.6,68,35.6,6
3/27/2006 21:00,KCLM,44.6,68,35.6,7
3/27/2006 22:00,KCLM,46.4,61,33.8,7
3/27/2006 23:00,KCLM,46.4,63,33.8,7
3/28/2006 0:00,KCLM,42.8,71,33.8,5
3/28/2006 1:00,KCLM,42.8,74,35.6,5
3/28/2006 2:00,KCLM,41,79,35.6,4
3/28/2006 3:00,KCLM,44.6,66,33.8,6
3/28/2006 4:00,KCLM,44.6,66,33.8,4
3/28/2006 5:00,KCLM,42.8,86,37.4,2
3/28/2006 6:00,KCLM,42.8,89,39.2,2
3/28/2006 7:00,KCLM,42.8,89,39.2,0
3/28/2006 8:00,KCLM,44.6,80,39.2,0
3/28/2006 9:00,KCLM,48.2,71,39.2,4
3/28/2006 10:00,KCLM,46.4,80,41,4
3/28/2006 11:00,KCLM,46.4,74,39.2,0
3/28/2006 12:00,KCLM,50,69,39.2,5
3/28/2006 13:00,KCLM,50,74,41,5
3/28/2006 14:00,KCLM,50,69,39.2,6
3/28/2006 15:00,KCLM,50,74,42.8,4
3/28/2006 16:00,KCLM,48.2,83,42.8,2
3/28/2006 17:00,KCLM,46.4,86,42.8,0
3/28/2006 18:00,KCLM,46.4,86,42.8,2
3/28/2006 19:00,KCLM,44.6,89,42.8,0
3/28/2006 20:00,KCLM,42.8,89,41,0
3/28/2006 21:00,KCLM,39.2,93,37.4,0
3/28/2006 22:00,KCLM,37.4,96,35.6,5
3/28/2006 23:00,KCLM,37.4,89,35.6,0
3/29/2006 0:00,KCLM,33.8,96,32,0
3/29/2006 1:00,KCLM,33.8,92,32,2
3/29/2006 2:00,KCLM,33.8,92,32,2
3/29/2006 3:00,KCLM,33.8,92,32,2
3/29/2006 4:00,KCLM,32,96,32,2
3/29/2006 5:00,KCLM,37.4,89,33.8,5
3/29/2006 6:00,KCLM,35.6,89,33.8,5
3/29/2006 7:00,KCLM,37.4,89,33.8,6
3/29/2006 8:00,KCLM,42.8,80,37.4,5
3/29/2006 9:00,KCLM,48.2,66,37.4,7
3/29/2006 10:00,KCLM,50,64,37.4,6
3/29/2006 11:00,KCLM,50,64,37.4,7
3/29/2006 12:00,KCLM,50,64,37.4,7
3/29/2006 13:00,KCLM,51.8,61,37.4,5
3/29/2006 14:00,KCLM,51.8,59,37.4,6
3/29/2006 15:00,KCLM,53.6,57,37.4,5
3/29/2006 16:00,KCLM,51.8,59,37.4,6
3/29/2006 17:00,KCLM,46.4,74,39.2,6
3/29/2006 18:00,KCLM,46.4,77,41,6
3/29/2006 19:00,KCLM,46.4,83,41,2
3/29/2006 20:00,KCLM,44.6,86,41,2
3/29/2006 21:00,KCLM,44.6,83,41,5
3/29/2006 22:00,KCLM,44.6,86,41,2
3/29/2006 23:00,KCLM,42.8,93,41,2
3/30/2006 0:00,KCLM,44.6,83,39.2,4
3/30/2006 1:00,KCLM,42.8,86,39.2,4
3/30/2006 2:00,KCLM,42.8,89,39.2,2
3/30/2006 3:00,KCLM,41,93,39.2,2
3/30/2006 4:00,KCLM,42.8,93,41,0
3/30/2006 5:00,KCLM,39.2,96,39.2,0
3/30/2006 6:00,KCLM,41,96,39.2,2
3/30/2006 7:00,KCLM,42.8,89,41,2
3/30/2006 8:00,KCLM,44.6,86,41,5
3/30/2006 9:00,KCLM,46.4,77,41,7
3/30/2006 10:00,KCLM,46.4,77,41,6
3/30/2006 11:00,KCLM,46.4,83,42.8,5
3/30/2006 12:00,KCLM,46.4,80,41,4
3/30/2006 13:00,KCLM,48.2,77,41,5
3/30/2006 14:00,KCLM,48.2,74,41,5
3/30/2006 15:00,KCLM,50,64,37.4,5
3/30/2006 16:00,KCLM,51.8,66,41,6
3/30/2006 17:00,KCLM,50,71,41,2
3/30/2006 18:00,KCLM,46.4,80,41,4
3/30/2006 19:00,KCLM,44.6,89,41,0
3/30/2006 20:00,KCLM,44.6,89,41,0
3/30/2006 21:00,KCLM,42.8,89,41,2
3/30/2006 22:00,KCLM,42.8,93,41,0
3/30/2006 23:00,KCLM,42.8,89,39.2,0
3/31/2006 0:00,KCLM,42.8,89,39.2,0
3/31/2006 1:00,KCLM,42.8,89,41,5
3/31/2006 2:00,KCLM,41,89,37.4,0
3/31/2006 3:00,KCLM,42.8,89,39.2,4
3/31/2006 4:00,KCLM,41,93,39.2,5
3/31/2006 5:00,KCLM,42.8,86,39.2,6
3/31/2006 6:00,KCLM,42.8,89,39.2,2
3/31/2006 7:00,KCLM,42.8,86,39.2,5
3/31/2006 8:00,KCLM,44.6,83,41,4
3/31/2006 9:00,KCLM,46.4,83,41,0
3/31/2006 10:00,KCLM,48.2,80,42.8,4
3/31/2006 11:00,KCLM,50,77,42.8,5
3/31/2006 12:00,KCLM,50,74,41,6
3/31/2006 13:00,KCLM,51.8,69,41,4
3/31/2006 14:00,KCLM,50,69,41,4
3/31/2006 15:00,KCLM,51.8,61,37.4,4
3/31/2006 16:00,KCLM,51.8,64,41,0
3/31/2006 17:00,KCLM,50,61,37.4,0
3/31/2006 18:00,KCLM,50,66,37.4,4
3/31/2006 19:00,KCLM,46.4,80,41,0
3/31/2006 20:00,KCLM,44.6,86,41,0
3/31/2006 21:00,KCLM,44.6,89,41,5
3/31/2006 22:00,KCLM,44.6,86,41,2
3/31/2006 23:00,KCLM,44.6,86,41,2
4/1/2006 0:00,KCLM,44.6,83,41,0
4/1/2006 1:00,KCLM,44.6,89,41,6
4/1/2006 2:00,KCLM,44.6,93,42.8,6
4/1/2006 3:00,KCLM,42.8,93,41,6
4/1/2006 4:00,KCLM,42.8,93,41,5
4/1/2006 5:00,KCLM,41,93,39.2,6
4/1/2006 6:00,KCLM,41,89,37.4,7
4/1/2006 7:00,KCLM,41,93,39.2,2
4/1/2006 8:00,KCLM,42.8,89,41,2
4/1/2006 9:00,KCLM,44.6,83,39.2,0
4/1/2006 10:00,KCLM,44.6,89,42.8,4
4/1/2006 11:00,KCLM,46.4,80,41,7
4/1/2006 12:00,KCLM,46.4,74,39.2,7
4/1/2006 13:00,KCLM,46.4,71,37.4,7
4/1/2006 14:00,KCLM,46.4,74,37.4,7
4/1/2006 15:00,KCLM,44.6,83,41,2
4/1/2006 16:00,KCLM,44.6,86,41,0
4/1/2006 17:00,KCLM,46.4,83,41,0
4/1/2006 18:00,KCLM,44.6,89,42.8,0
4/1/2006 19:00,KCLM,42.8,93,41,0
4/1/2006 20:00,KCLM,39.2,100,39.2,2
4/1/2006 21:00,KCLM,39.2,93,37.4,6
4/1/2006 22:00,KCLM,37.4,100,37.4,4
4/1/2006 23:00,KCLM,37.4,93,35.6,5
4/2/2006 0:00,KCLM,37.4,93,35.6,5
4/2/2006 1:00,KCLM,37.4,89,35.6,7
4/2/2006 3:00,KCLM,35.6,100,35.6,2
4/2/2006 4:00,KCLM,37.4,93,35.6,0
4/2/2006 5:00,KCLM,37.4,93,35.6,6
4/2/2006 6:00,KCLM,37.4,93,35.6,6
4/2/2006 7:00,KCLM,37.4,93,35.6,0
4/2/2006 8:00,KCLM,37.4,93,35.6,4
4/2/2006 9:00,KCLM,41,93,37.4,2
4/2/2006 10:00,KCLM,44.6,80,37.4,0
4/2/2006 11:00,KCLM,46.4,83,41,4
4/2/2006 12:00,KCLM,46.4,74,37.4,5
4/2/2006 13:00,KCLM,48.2,74,41,7
4/2/2006 14:00,KCLM,50,71,41,6
4/2/2006 15:00,KCLM,50,69,41,7
4/2/2006 16:00,KCLM,51.8,64,41,6
4/2/2006 17:00,KCLM,50,69,41,5
4/2/2006 18:00,KCLM,50,71,41,2
4/2/2006 19:00,KCLM,50,74,41,2
4/2/2006 20:00,KCLM,46.4,77,41,2
4/2/2006 21:00,KCLM,46.4,80,41,0
4/2/2006 22:00,KCLM,46.4,77,41,5
4/2/2006 23:00,KCLM,44.6,83,41,2
4/3/2006 0:00,KCLM,44.6,86,41,5
4/3/2006 1:00,KCLM,42.8,89,41,2
4/3/2006 2:00,KCLM,42.8,89,39.2,0
4/3/2006 3:00,KCLM,41,93,37.4,0
4/3/2006 4:00,KCLM,39.2,93,37.4,4
4/3/2006 5:00,KCLM,37.4,93,35.6,0
4/3/2006 6:00,KCLM,41,93,37.4,2
4/3/2006 7:00,KCLM,41,93,37.4,5
4/3/2006 8:00,KCLM,44.6,86,41,2
4/3/2006 9:00,KCLM,46.4,80,41,5
4/3/2006 10:00,KCLM,46.4,77,41,7
4/3/2006 11:00,KCLM,50,71,41,7
4/3/2006 12:00,KCLM,50,71,41,7
4/3/2006 13:00,KCLM,50,69,39.2,5
4/3/2006 14:00,KCLM,50,66,39.2,8
4/3/2006 15:00,KCLM,50,66,39.2,6
4/3/2006 16:00,KCLM,50,66,39.2,4
4/3/2006 17:00,KCLM,53.6,59,39.2,5
4/3/2006 18:00,KCLM,51.8,64,39.2,7
4/3/2006 19:00,KCLM,46.4,86,42.8,6
4/3/2006 20:00,KCLM,44.6,93,42.8,6
4/3/2006 21:00,KCLM,44.6,89,41,0
4/3/2006 22:00,KCLM,41,96,39.2,5
4/3/2006 23:00,KCLM,37.4,96,37.4,2
4/4/2006 0:00,KCLM,37.4,96,37.4,0
4/4/2006 1:00,KCLM,41,89,37.4,6
4/4/2006 2:00,KCLM,41,86,35.6,2
4/4/2006 3:00,KCLM,41,86,35.6,6
4/4/2006 4:00,KCLM,37.4,93,35.6,6
4/4/2006 5:00,KCLM,41,76,33.8,7
4/4/2006 6:00,KCLM,41,76,33.8,7
4/4/2006 7:00,KCLM,39.2,82,33.8,7
4/4/2006 8:00,KCLM,39.2,82,33.8,6
4/4/2006 9:00,KCLM,42.8,76,35.6,5
4/4/2006 10:00,KCLM,44.6,71,35.6,4
4/4/2006 11:00,KCLM,48.2,66,37.4,5
4/4/2006 12:00,KCLM,50,61,37.4,2
4/4/2006 13:00,KCLM,51.8,55,35.6,6
4/4/2006 14:00,KCLM,51.8,59,37.4,6
4/4/2006 15:00,KCLM,51.8,57,37.4,6
4/4/2006 16:00,KCLM,51.8,55,35.6,5
4/4/2006 17:00,KCLM,53.6,51,35.6,4
4/4/2006 18:00,KCLM,51.8,55,35.6,6
4/4/2006 19:00,KCLM,51.8,53,33.8,2
4/4/2006 20:00,KCLM,46.4,63,33.8,4
4/4/2006 21:00,KCLM,41,76,33.8,6
4/4/2006 22:00,KCLM,39.2,79,33.8,5
4/4/2006 23:00,KCLM,41,76,33.8,7
4/5/2006 0:00,KCLM,39.2,76,32,7
4/5/2006 1:00,KCLM,41,73,32,7
4/5/2006 2:00,KCLM,37.4,79,32,6
4/5/2006 3:00,KCLM,39.2,73,32,8
4/5/2006 4:00,KCLM,41,70,32,7
4/5/2006 5:00,KCLM,37.4,76,32,7
4/5/2006 6:00,KCLM,37.4,76,32,11
4/5/2006 7:00,KCLM,35.6,82,32,6
4/5/2006 8:00,KCLM,41,71,32,6
4/5/2006 9:00,KCLM,44.6,68,35.6,0
4/5/2006 10:00,KCLM,50,64,37.4,4
4/5/2006 11:00,KCLM,51.8,62,39.2,7
4/5/2006 12:00,KCLM,53.6,55,37.4,6
4/5/2006 13:00,KCLM,55.4,49,35.6,4
4/5/2006 14:00,KCLM,53.6,62,41,6
4/5/2006 15:00,KCLM,55.4,55,41,8
4/5/2006 16:00,KCLM,53.6,53,37.4,12
4/5/2006 17:00,KCLM,55.4,51,37.4,8
4/5/2006 18:00,KCLM,51.8,62,39.2,17
4/5/2006 19:00,KCLM,50,71,41,12
4/5/2006 20:00,KCLM,46.4,80,41,13
4/5/2006 21:00,KCLM,44.6,86,41,10
4/5/2006 22:00,KCLM,44.6,86,41,11
4/5/2006 23:00,KCLM,42.8,83,37.4,8
4/6/2006 0:00,KCLM,42.8,79,35.6,10
4/6/2006 1:00,KCLM,41,79,35.6,8
4/6/2006 2:00,KCLM,42.8,76,35.6,4
4/6/2006 3:00,KCLM,39.2,82,33.8,4
4/6/2006 4:00,KCLM,35.6,92,33.8,2
4/6/2006 5:00,KCLM,39.2,79,33.8,4
4/6/2006 6:00,KCLM,39.2,86,35.6,0
4/6/2006 7:00,KCLM,41,79,33.8,6
4/6/2006 8:00,KCLM,41,76,33.8,4
4/6/2006 9:00,KCLM,42.8,74,35.6,2
4/6/2006 10:00,KCLM,46.4,74,39.2,5
4/6/2006 11:00,KCLM,48.2,71,39.2,8
4/6/2006 12:00,KCLM,50,66,37.4,8
4/6/2006 13:00,KCLM,50,64,37.4,6
4/6/2006 14:00,KCLM,48.2,71,39.2,4
4/6/2006 15:00,KCLM,51.8,69,41,0
4/6/2006 16:00,KCLM,50,74,41,2
4/6/2006 17:00,KCLM,50,64,37.4,2
4/6/2006 18:00,KCLM,50,64,37.4,0
4/6/2006 19:00,KCLM,50,74,41,0
4/6/2006 20:00,KCLM,46.4,80,41,0
4/6/2006 21:00,KCLM,46.4,77,39.2,4
4/6/2006 22:00,KCLM,44.6,80,39.2,2
4/6/2006 23:00,KCLM,42.8,83,37.4,0
4/7/2006 0:00,KCLM,42.8,86,37.4,0
4/7/2006 1:00,KCLM,39.2,89,35.6,2
4/7/2006 2:00,KCLM,37.4,89,33.8,6
4/7/2006 3:00,KCLM,35.6,89,33.8,4
4/7/2006 4:00,KCLM,37.4,86,33.8,6
4/7/2006 5:00,KCLM,39.2,79,33.8,2
4/7/2006 6:00,KCLM,35.6,89,33.8,4
4/7/2006 7:00,KCLM,35.6,92,33.8,0
4/7/2006 8:00,KCLM,41,86,35.6,4
4/7/2006 9:00,KCLM,44.6,74,35.6,0
4/7/2006 10:00,KCLM,46.4,83,41,5
4/7/2006 11:00,KCLM,46.4,77,41,7
4/7/2006 12:00,KCLM,48.2,77,41,7
4/7/2006 13:00,KCLM,50,69,41,7
4/7/2006 14:00,KCLM,51.8,66,41,10
4/7/2006 15:00,KCLM,53.6,55,37.4,7
4/7/2006 16:00,KCLM,51.8,59,37.4,6
4/7/2006 17:00,KCLM,50,61,37.4,7
4/7/2006 18:00,KCLM,50,59,35.6,7
4/7/2006 19:00,KCLM,50,57,35.6,5
4/7/2006 20:00,KCLM,48.2,63,35.6,5
4/7/2006 21:00,KCLM,48.2,69,37.4,4
4/7/2006 22:00,KCLM,48.2,71,39.2,4
4/7/2006 23:00,KCLM,48.2,71,39.2,4
4/8/2006 0:00,KCLM,46.4,77,41,0
4/8/2006 1:00,KCLM,46.4,77,39.2,0
4/8/2006 2:00,KCLM,46.4,77,39.2,4
4/8/2006 3:00,KCLM,42.8,83,37.4,2
4/8/2006 4:00,KCLM,41,83,35.6,2
4/8/2006 5:00,KCLM,37.4,93,35.6,4
4/8/2006 6:00,KCLM,42.8,83,37.4,5
4/8/2006 7:00,KCLM,44.6,80,37.4,4
4/8/2006 8:00,KCLM,46.4,77,39.2,5
4/8/2006 9:00,KCLM,48.2,74,41,4
4/8/2006 10:00,KCLM,51.8,64,41,2
4/8/2006 11:00,KCLM,53.6,53,37.4,4
4/8/2006 12:00,KCLM,53.6,55,37.4,6
4/8/2006 13:00,KCLM,53.6,55,37.4,4
4/8/2006 14:00,KCLM,51.8,57,37.4,2
4/8/2006 15:00,KCLM,51.8,66,41,2
4/8/2006 16:00,KCLM,50,83,44.6,4
4/8/2006 17:00,KCLM,50,86,46.4,6
4/8/2006 18:00,KCLM,50,90,46.4,4
4/8/2006 19:00,KCLM,50,90,46.4,4
4/8/2006 20:00,KCLM,48.2,93,46.4,0
4/8/2006 21:00,KCLM,48.2,89,44.6,2
4/8/2006 22:00,KCLM,46.4,93,44.6,0
4/8/2006 23:00,KCLM,46.4,93,44.6,0
4/9/2006 0:00,KCLM,46.4,96,44.6,0
4/9/2006 1:00,KCLM,46.4,93,44.6,2
4/9/2006 2:00,KCLM,46.4,86,42.8,4
4/9/2006 3:00,KCLM,44.6,93,42.8,0
4/9/2006 4:00,KCLM,44.6,96,44.6,2
4/9/2006 5:00,KCLM,44.6,100,44.6,0
4/9/2006 6:00,KCLM,44.6,96,44.6,0
4/9/2006 7:00,KCLM,44.6,96,42.8,2
4/9/2006 8:00,KCLM,44.6,89,42.8,2
4/9/2006 9:00,KCLM,46.4,89,42.8,0
4/9/2006 10:00,KCLM,46.4,93,44.6,0
4/9/2006 11:00,KCLM,46.4,93,44.6,2
4/9/2006 12:00,KCLM,46.4,89,44.6,4
4/9/2006 13:00,KCLM,46.4,86,42.8,4
4/9/2006 14:00,KCLM,46.4,89,44.6,2
4/9/2006 15:00,KCLM,46.4,86,42.8,2
4/9/2006 16:00,KCLM,46.4,89,44.6,0
4/9/2006 17:00,KCLM,48.2,86,44.6,2
4/9/2006 18:00,KCLM,46.4,86,42.8,4
4/9/2006 19:00,KCLM,46.4,89,44.6,4
4/9/2006 20:00,KCLM,46.4,93,44.6,2
4/9/2006 21:00,KCLM,44.6,93,42.8,0
4/9/2006 22:00,KCLM,44.6,93,42.8,0
4/9/2006 23:00,KCLM,44.6,93,42.8,0
4/10/2006 0:00,KCLM,44.6,96,42.8,0
4/10/2006 1:00,KCLM,44.6,93,42.8,0
4/10/2006 2:00,KCLM,44.6,93,42.8,2
4/10/2006 3:00,KCLM,44.6,93,42.8,0
4/10/2006 4:00,KCLM,42.8,96,42.8,0
4/10/2006 5:00,KCLM,44.6,89,41,2
4/10/2006 6:00,KCLM,42.8,89,41,2
4/10/2006 7:00,KCLM,42.8,96,41,2
4/10/2006 8:00,KCLM,42.8,89,41,4
4/10/2006 9:00,KCLM,46.4,80,41,4
4/10/2006 10:00,KCLM,48.2,74,41,5
4/10/2006 11:00,KCLM,46.4,80,41,5
4/10/2006 12:00,KCLM,48.2,74,41,4
4/10/2006 13:00,KCLM,50,71,41,4
4/10/2006 14:00,KCLM,50,69,41,0
4/10/2006 15:00,KCLM,50,71,41,4
4/10/2006 16:00,KCLM,51.8,66,41,4
4/10/2006 17:00,KCLM,53.6,57,39.2,6
4/10/2006 18:00,KCLM,50,66,39.2,6
4/10/2006 19:00,KCLM,50,74,41,4
4/10/2006 20:00,KCLM,46.4,80,41,0
4/10/2006 21:00,KCLM,42.8,89,41,0
4/10/2006 22:00,KCLM,41,89,37.4,0
4/10/2006 23:00,KCLM,39.2,93,37.4,2
4/11/2006 0:00,KCLM,37.4,93,35.6,5
4/11/2006 1:00,KCLM,41,89,37.4,6
4/11/2006 2:00,KCLM,39.2,89,35.6,4
4/11/2006 3:00,KCLM,37.4,93,35.6,5
4/11/2006 4:00,KCLM,37.4,93,35.6,2
4/11/2006 5:00,KCLM,33.8,100,33.8,4
4/11/2006 6:00,KCLM,37.4,93,35.6,0
4/11/2006 7:00,KCLM,35.6,93,33.8,4
4/11/2006 8:00,KCLM,41,89,37.4,0
4/11/2006 9:00,KCLM,44.6,89,42.8,6
4/11/2006 10:00,KCLM,44.6,93,42.8,2
4/11/2006 11:00,KCLM,44.6,86,41,2
4/11/2006 12:00,KCLM,46.4,83,42.8,4
4/11/2006 13:00,KCLM,51.8,72,42.8,5
4/11/2006 14:00,KCLM,51.8,66,41,6
4/11/2006 15:00,KCLM,51.8,64,41,4
4/11/2006 16:00,KCLM,53.6,59,39.2,2
4/11/2006 17:00,KCLM,55.4,57,41,0
4/11/2006 18:00,KCLM,53.6,57,39.2,2
4/11/2006 19:00,KCLM,51.8,69,41,4
4/11/2006 20:00,KCLM,50,74,41,0
4/11/2006 21:00,KCLM,46.4,83,41,4
4/11/2006 22:00,KCLM,46.4,83,42.8,5
4/11/2006 23:00,KCLM,46.4,86,42.8,4
4/12/2006 0:00,KCLM,48.2,83,42.8,8
4/12/2006 1:00,KCLM,46.4,86,42.8,7
4/12/2006 2:00,KCLM,46.4,89,42.8,6
4/12/2006 3:00,KCLM,46.4,89,42.8,5
4/12/2006 4:00,KCLM,46.4,86,42.8,7
4/12/2006 5:00,KCLM,44.6,89,41,5
4/12/2006 6:00,KCLM,42.8,93,41,2
4/12/2006 7:00,KCLM,44.6,86,41,5
4/12/2006 8:00,KCLM,46.4,86,42.8,7
4/12/2006 9:00,KCLM,50,77,42.8,7
4/12/2006 10:00,KCLM,46.4,80,41,13
4/12/2006 11:00,KCLM,46.4,74,39.2,15
4/12/2006 12:00,KCLM,46.4,74,37.4,11
4/12/2006 13:00,KCLM,46.4,66,35.6,14
4/12/2006 14:00,KCLM,50,59,35.6,14
4/12/2006 15:00,KCLM,46.4,66,35.6,13
4/12/2006 16:00,KCLM,46.4,68,37.4,11
4/12/2006 17:00,KCLM,46.4,61,33.8,10
4/12/2006 18:00,KCLM,46.4,66,35.6,10
4/12/2006 19:00,KCLM,46.4,66,35.6,6
4/12/2006 20:00,KCLM,44.6,68,35.6,5
4/12/2006 21:00,KCLM,44.6,63,33.8,10
4/12/2006 22:00,KCLM,44.6,65,33.8,5
4/12/2006 23:00,KCLM,42.8,71,33.8,5
4/13/2006 0:00,KCLM,42.8,71,33.8,0
4/13/2006 1:00,KCLM,42.8,79,35.6,0
4/13/2006 2:00,KCLM,42.8,77,35.6,0
4/13/2006 3:00,KCLM,42.8,77,35.6,5
4/13/2006 4:00,KCLM,42.8,77,35.6,5
4/13/2006 5:00,KCLM,42.8,77,35.6,6
4/13/2006 6:00,KCLM,42.8,77,35.6,4
4/13/2006 7:00,KCLM,42.8,77,35.6,4
4/13/2006 8:00,KCLM,42.8,83,37.4,0
4/13/2006 9:00,KCLM,44.6,80,37.4,0
4/13/2006 10:00,KCLM,44.6,71,35.6,5
4/13/2006 11:00,KCLM,44.6,80,39.2,5
4/13/2006 12:00,KCLM,44.6,80,39.2,2
4/13/2006 13:00,KCLM,44.6,83,41,5
4/13/2006 14:00,KCLM,46.4,74,37.4,5
4/13/2006 15:00,KCLM,46.4,74,39.2,2
