# Triplex lines connecting the secondary of the service transformers (MV/LV) to 120/240V loada
# These lines are defined (see Triplex_linecodes.dss) as 2-phase lines
# See transformer connection for the meaning of nodes 1 and 2 at the secondary buses.

name, Bus1, phases, Bus2, phases, Linecode, Length, Units
Tpx302405A0, X2860489A, ab,  SX2860489A, ab,   4/0Triplex, 50, ft 
Tpx302410A0, X3104131A, ab,  SX3104131A, ab,   4/0Triplex, 50, ft 
Tpx302412A0, X3048210A, ab,  SX3048210A, ab,   4/0Triplex, 50, ft 
Tpx302468A0, X2897778A, ab,  SX2897778A, ab,   4/0Triplex, 50, ft 
Tpx302469A0, X3104132A, ab,  SX3104132A, ab,   4/0Triplex, 50, ft 
Tpx302471A0, X3085402A, ab,  SX3085402A, ab,   4/0Triplex, 50, ft 
Tpx302473A0, X2804252A, ab,  SX2804252A, ab,   4/0Triplex, 50, ft 
Tpx302474A0, X3048214A, ab,  SX3048214A, ab,   4/0Triplex, 50, ft 
Tpx302507B0, X3235275B, ab,  SX3235275B, ab,   4/0Triplex, 50, ft 
Tpx302508C0, X2897779C, ab,  SX2897779C, ab,   4/0Triplex, 50, ft 
Tpx302509C0, X2804261C, ab,  SX2804261C, ab,   4/0Triplex, 50, ft 
Tpx302510C0, X3178980C, ab,  SX3178980C, ab,   4/0Triplex, 50, ft 
Tpx302514A0, X2973164A, ab,  SX2973164A, ab,   4/0Triplex, 50, ft 
Tpx302637A0, X2748132A, ab,  SX2748132A, ab,   4/0Triplex, 50, ft 
Tpx302672C0, X3254205C, ab,  SX3254205C, ab,   4/0Triplex, 50, ft 
Tpx302673A0, X3010569A, ab,  SX3010569A, ab,   4/0Triplex, 50, ft 
Tpx302674A0, X2673321A, ab,  SX2673321A, ab,   4/0Triplex, 50, ft 
Tpx302675A0, X2954354A, ab,  SX2954354A, ab,   4/0Triplex, 50, ft 
Tpx302676A0, X2710519A, ab,  SX2710519A, ab,   4/0Triplex, 50, ft 
Tpx302677A0, X3066819A, ab,  SX3066819A, ab,   4/0Triplex, 50, ft 
Tpx302678A0, X3029499A, ab,  SX3029499A, ab,   4/0Triplex, 50, ft 
Tpx302679A0, X2897772A, ab,  SX2897772A, ab,   4/0Triplex, 50, ft 
Tpx302731A0, X3122826A, ab,  SX3122826A, ab,   4/0Triplex, 50, ft 
Tpx302732A0, X2691953A, ab,  SX2691953A, ab,   4/0Triplex, 50, ft 
Tpx302733A0, X2860491A, ab,  SX2860491A, ab,   4/0Triplex, 50, ft 
Tpx302733B0, X2860491B, ab,  SX2860491B, ab,   4/0Triplex, 50, ft 
Tpx302734A0, X2991922A, ab,  SX2991922A, ab,   4/0Triplex, 50, ft 
Tpx302735A0, X2991923A, ab,  SX2991923A, ab,   4/0Triplex, 50, ft 
Tpx302803C0, X3085400C, ab,  SX3085400C, ab,   4/0Triplex, 50, ft 
Tpx302804C0, X3141399C, ab,  SX3141399C, ab,   4/0Triplex, 50, ft 
Tpx302805C0, X2954351C, ab,  SX2954351C, ab,   4/0Triplex, 50, ft 
Tpx302807C0, X3235266C, ab,  SX3235266C, ab,   4/0Triplex, 50, ft 
Tpx302808C0, X2841626C, ab,  SX2841626C, ab,   4/0Triplex, 50, ft 
Tpx302809C0, X2954350C, ab,  SX2954350C, ab,   4/0Triplex, 50, ft 
Tpx302810C0, X3178977C, ab,  SX3178977C, ab,   4/0Triplex, 50, ft 
Tpx302811C0, X3160105C, ab,  SX3160105C, ab,   4/0Triplex, 50, ft 
Tpx302812C0, X2691945C, ab,  SX2691945C, ab,   4/0Triplex, 50, ft 
Tpx302813C0, X3010567C, ab,  SX3010567C, ab,   4/0Triplex, 50, ft 
Tpx302834C0, X2841625C, ab,  SX2841625C, ab,   4/0Triplex, 50, ft 
Tpx302858C0, X2897776C, ab,  SX2897776C, ab,   4/0Triplex, 50, ft 
Tpx302859C0, X3254215C, ab,  SX3254215C, ab,   4/0Triplex, 50, ft 
Tpx302860C0, X3122819C, ab,  SX3122819C, ab,   4/0Triplex, 50, ft 
Tpx302861C0, X2748133C, ab,  SX2748133C, ab,   4/0Triplex, 50, ft 
Tpx302862C0, X3085399C, ab,  SX3085399C, ab,   4/0Triplex, 50, ft 
Tpx310560A0, X2879074A, ab,  SX2879074A, ab,   4/0Triplex, 50, ft 
Tpx310561A0, X3122820A, ab,  SX3122820A, ab,   4/0Triplex, 50, ft 
Tpx310568A0, X2710517A, ab,  SX2710517A, ab,   4/0Triplex, 50, ft 
Tpx310569A0, X3197639A, ab,  SX3197639A, ab,   4/0Triplex, 50, ft 
Tpx310570A0, X3160106A, ab,  SX3160106A, ab,   4/0Triplex, 50, ft 
Tpx321159A0, X3008248A, ab,  SX3008248A, ab,   4/0Triplex, 50, ft 
Tpx321836A0, X3235247A, ab,  SX3235247A, ab,   4/0Triplex, 50, ft 
Tpx321837A0, X2673312A, ab,  SX2673312A, ab,   4/0Triplex, 50, ft 
Tpx321838A0, X2691944A, ab,  SX2691944A, ab,   4/0Triplex, 50, ft 
Tpx321839A0, X2710516A, ab,  SX2710516A, ab,   4/0Triplex, 50, ft 
Tpx321840B0, X2804256B, ab,  SX2804256B, ab,   4/0Triplex, 50, ft 
Tpx321841B0, X2954347B, ab,  SX2954347B, ab,   4/0Triplex, 50, ft 
Tpx321845B0, X3178975B, ab,  SX3178975B, ab,   4/0Triplex, 50, ft 
Tpx321847B0, X3160100B, ab,  SX3160100B, ab,   4/0Triplex, 50, ft 
Tpx321848B0, X3085390B, ab,  SX3085390B, ab,   4/0Triplex, 50, ft 
Tpx321849B0, X2748152B, ab,  SX2748152B, ab,   4/0Triplex, 50, ft 
Tpx321851B0, X2729434B, ab,  SX2729434B, ab,   4/0Triplex, 50, ft 
Tpx321852C0, X2916608C, ab,  SX2916608C, ab,   4/0Triplex, 50, ft 
Tpx321853B0, X2673313B, ab,  SX2673313B, ab,   4/0Triplex, 50, ft 
Tpx321854B0, X2804257B, ab,  SX2804257B, ab,   4/0Triplex, 50, ft 
Tpx321855B0, X2860485B, ab,  SX2860485B, ab,   4/0Triplex, 50, ft 
Tpx321856B0, X2860506B, ab,  SX2860506B, ab,   4/0Triplex, 50, ft 
Tpx321858B0, X3122815B, ab,  SX3122815B, ab,   4/0Triplex, 50, ft 
Tpx321859B0, X3254213B, ab,  SX3254213B, ab,   4/0Triplex, 50, ft 
Tpx321860B0, X2785543B, ab,  SX2785543B, ab,   4/0Triplex, 50, ft 
Tpx321861C0, X3235248C, ab,  SX3235248C, ab,   4/0Triplex, 50, ft 
Tpx321874A0, X2764412A, ab,  SX2764412A, ab,   4/0Triplex, 50, ft 
Tpx321876A0, X3027132A, ab,  SX3027132A, ab,   4/0Triplex, 50, ft 
Tpx321877A0, X3101787A, ab,  SX3101787A, ab,   4/0Triplex, 50, ft 
Tpx321878A0, X3101788A, ab,  SX3101788A, ab,   4/0Triplex, 50, ft 
Tpx321880A0, X2876812A, ab,  SX2876812A, ab,   4/0Triplex, 50, ft 
Tpx321881A0, X2970811A, ab,  SX2970811A, ab,   4/0Triplex, 50, ft 
Tpx321882C0, X2916607C, ab,  SX2916607C, ab,   4/0Triplex, 50, ft 
Tpx321883C0, X3010564C, ab,  SX3010564C, ab,   4/0Triplex, 50, ft 
Tpx321884C0, X2710515C, ab,  SX2710515C, ab,   4/0Triplex, 50, ft 
Tpx321886C0, X2766746C, ab,  SX2766746C, ab,   4/0Triplex, 50, ft 
Tpx321887C0, X2691941C, ab,  SX2691941C, ab,   4/0Triplex, 50, ft 
Tpx321888C0, X3235241C, ab,  SX3235241C, ab,   4/0Triplex, 50, ft 
Tpx321890C0, X3104118C, ab,  SX3104118C, ab,   4/0Triplex, 50, ft 
Tpx321891C0, X2748126C, ab,  SX2748126C, ab,   4/0Triplex, 50, ft 
Tpx321892C0, X3235267C, ab,  SX3235267C, ab,   4/0Triplex, 50, ft 
Tpx321893C0, X2841645C, ab,  SX2841645C, ab,   4/0Triplex, 50, ft 
Tpx321894C0, X3066829C, ab,  SX3066829C, ab,   4/0Triplex, 50, ft 
Tpx323233B0, X3254203B, ab,  SX3254203B, ab,   4/0Triplex, 50, ft 
Tpx323234B0, X2860480B, ab,  SX2860480B, ab,   4/0Triplex, 50, ft 
Tpx323235B0, X3197624B, ab,  SX3197624B, ab,   4/0Triplex, 50, ft 
Tpx323236B0, X2822860B, ab,  SX2822860B, ab,   4/0Triplex, 50, ft 
Tpx323237B0, X3048199B, ab,  SX3048199B, ab,   4/0Triplex, 50, ft 
Tpx323241B0, X2710508B, ab,  SX2710508B, ab,   4/0Triplex, 50, ft 
Tpx323242B0, X3122810B, ab,  SX3122810B, ab,   4/0Triplex, 50, ft 
Tpx323243B0, X2897765B, ab,  SX2897765B, ab,   4/0Triplex, 50, ft 
Tpx323244B0, X2804248B, ab,  SX2804248B, ab,   4/0Triplex, 50, ft 
Tpx323245B0, X2785512B, ab,  SX2785512B, ab,   4/0Triplex, 50, ft 
Tpx323247B0, X2935553B, ab,  SX2935553B, ab,   4/0Triplex, 50, ft 
Tpx323248B0, X3048207B, ab,  SX3048207B, ab,   4/0Triplex, 50, ft 
Tpx323249B0, X2729427B, ab,  SX2729427B, ab,   4/0Triplex, 50, ft 
Tpx323250B0, X2748131B, ab,  SX2748131B, ab,   4/0Triplex, 50, ft 
Tpx323252B0, X2879066B, ab,  SX2879066B, ab,   4/0Triplex, 50, ft 
Tpx323253B0, X2973152B, ab,  SX2973152B, ab,   4/0Triplex, 50, ft 
Tpx323254B0, X2879068B, ab,  SX2879068B, ab,   4/0Triplex, 50, ft 
Tpx323255B0, X2860484B, ab,  SX2860484B, ab,   4/0Triplex, 50, ft 
Tpx323261B0, X3085397B, ab,  SX3085397B, ab,   4/0Triplex, 50, ft 
Tpx323263A0, X3066812A, ab,  SX3066812A, ab,   4/0Triplex, 50, ft 
Tpx323264B0, X3216344B, ab,  SX3216344B, ab,   4/0Triplex, 50, ft 
Tpx323265B0, X2860501B, ab,  SX2860501B, ab,   4/0Triplex, 50, ft 
Tpx323266B0, X3197632B, ab,  SX3197632B, ab,   4/0Triplex, 50, ft 
Tpx323267B0, X2710514B, ab,  SX2710514B, ab,   4/0Triplex, 50, ft 
Tpx323273B0, X3048203B, ab,  SX3048203B, ab,   4/0Triplex, 50, ft 
Tpx323274B0, X2860500B, ab,  SX2860500B, ab,   4/0Triplex, 50, ft 
Tpx323275B0, X3197660B, ab,  SX3197660B, ab,   4/0Triplex, 50, ft 
Tpx323277B0, X2897800B, ab,  SX2897800B, ab,   4/0Triplex, 50, ft 
Tpx323279B0, X3235246B, ab,  SX3235246B, ab,   4/0Triplex, 50, ft 
Tpx323280B0, X2710512B, ab,  SX2710512B, ab,   4/0Triplex, 50, ft 
Tpx323282B0, X2897791B, ab,  SX2897791B, ab,   4/0Triplex, 50, ft 
Tpx323283B0, X2916618B, ab,  SX2916618B, ab,   4/0Triplex, 50, ft 
Tpx323284B0, X3160113B, ab,  SX3160113B, ab,   4/0Triplex, 50, ft 
Tpx323285B0, X2804269B, ab,  SX2804269B, ab,   4/0Triplex, 50, ft 
Tpx323286B0, X2989564B, ab,  SX2989564B, ab,   4/0Triplex, 50, ft 
Tpx323287B0, X2897789B, ab,  SX2897789B, ab,   4/0Triplex, 50, ft 
Tpx323387B0, X2690941B, ab,  SX2690941B, ab,   4/0Triplex, 50, ft 
Tpx323388B0, X3234185B, ab,  SX3234185B, ab,   4/0Triplex, 50, ft 
Tpx323389B0, X3065750B, ab,  SX3065750B, ab,   4/0Triplex, 50, ft 
Tpx323391B0, X3159037B, ab,  SX3159037B, ab,   4/0Triplex, 50, ft 
Tpx323392B0, X2748124B, ab,  SX2748124B, ab,   4/0Triplex, 50, ft 
Tpx323394B0, X2710504B, ab,  SX2710504B, ab,   4/0Triplex, 50, ft 
Tpx323397B0, X2954346B, ab,  SX2954346B, ab,   4/0Triplex, 50, ft 
Tpx323398B0, X2710505B, ab,  SX2710505B, ab,   4/0Triplex, 50, ft 
Tpx323399B0, X3178974B, ab,  SX3178974B, ab,   4/0Triplex, 50, ft 
Tpx323400B0, X2691943B, ab,  SX2691943B, ab,   4/0Triplex, 50, ft 
Tpx323403B0, X2916603B, ab,  SX2916603B, ab,   4/0Triplex, 50, ft 
Tpx323418A0, X2804254A, ab,  SX2804254A, ab,   4/0Triplex, 50, ft 
Tpx325245B0, X2710513B, ab,  SX2710513B, ab,   4/0Triplex, 50, ft 
Tpx325472B0, X2973149B, ab,  SX2973149B, ab,   4/0Triplex, 50, ft 
Tpx325473B0, X3010562B, ab,  SX3010562B, ab,   4/0Triplex, 50, ft 
Tpx325474B0, X3254228B, ab,  SX3254228B, ab,   4/0Triplex, 50, ft 
Tpx328363B0, X2936213B, ab,  SX2936213B, ab,   4/0Triplex, 50, ft 
Tpx328364C0, X2692633C, ab,  SX2692633C, ab,   4/0Triplex, 50, ft 
Tpx328365B0, X3179646B, ab,  SX3179646B, ab,   4/0Triplex, 50, ft 
Tpx328367C0, X3104830C, ab,  SX3104830C, ab,   4/0Triplex, 50, ft 
Tpx330121B0, X3142078B, ab,  SX3142078B, ab,   4/0Triplex, 50, ft 
Tpx330122B0, X2879752B, ab,  SX2879752B, ab,   4/0Triplex, 50, ft 
Tpx337614B0, X2952003B, ab,  SX2952003B, ab,   4/0Triplex, 50, ft 
Tpx337619A0, X2990826A, ab,  SX2990826A, ab,   4/0Triplex, 50, ft 
Tpx337619B0, X2990826B, ab,  SX2990826B, ab,   4/0Triplex, 50, ft 
Tpx337619C0, X2990826C, ab,  SX2990826C, ab,   4/0Triplex, 50, ft 
Tpx337623C0, X3197626C, ab,  SX3197626C, ab,   4/0Triplex, 50, ft 
Tpx337624C0, X3066807C, ab,  SX3066807C, ab,   4/0Triplex, 50, ft 
Tpx337625C0, X3197627C, ab,  SX3197627C, ab,   4/0Triplex, 50, ft 
Tpx337626C0, X3216343C, ab,  SX3216343C, ab,   4/0Triplex, 50, ft 
Tpx337627C0, X3085393C, ab,  SX3085393C, ab,   4/0Triplex, 50, ft 
Tpx337628C0, X2897770C, ab,  SX2897770C, ab,   4/0Triplex, 50, ft 
Tpx337629C0, X2748128C, ab,  SX2748128C, ab,   4/0Triplex, 50, ft 
Tpx337630C0, X3085392C, ab,  SX3085392C, ab,   4/0Triplex, 50, ft 
Tpx337631C0, X3029497C, ab,  SX3029497C, ab,   4/0Triplex, 50, ft 
Tpx337632C0, X2673307C, ab,  SX2673307C, ab,   4/0Triplex, 50, ft 
Tpx337633C0, X2729406C, ab,  SX2729406C, ab,   4/0Triplex, 50, ft 
Tpx337634C0, X2897768C, ab,  SX2897768C, ab,   4/0Triplex, 50, ft 
Tpx337635C0, X2822863C, ab,  SX2822863C, ab,   4/0Triplex, 50, ft 
Tpx337636C0, X2841619C, ab,  SX2841619C, ab,   4/0Triplex, 50, ft 
Tpx337641C0, X2804282C, ab,  SX2804282C, ab,   4/0Triplex, 50, ft 
Tpx337642C0, X3104154C, ab,  SX3104154C, ab,   4/0Triplex, 50, ft 
Tpx337643C0, X2897806C, ab,  SX2897806C, ab,   4/0Triplex, 50, ft 
Tpx337645B0, X3216342B, ab,  SX3216342B, ab,   4/0Triplex, 50, ft 
Tpx337646B0, X2879063B, ab,  SX2879063B, ab,   4/0Triplex, 50, ft 
Tpx337647A0, X3048227A, ab,  SX3048227A, ab,   4/0Triplex, 50, ft 
Tpx337648B0, X3216367B, ab,  SX3216367B, ab,   4/0Triplex, 50, ft 
Tpx337650A0, X3010561A, ab,  SX3010561A, ab,   4/0Triplex, 50, ft 
Tpx337652B0, X2991939B, ab,  SX2991939B, ab,   4/0Triplex, 50, ft 
Tpx337653B0, X2673308B, ab,  SX2673308B, ab,   4/0Triplex, 50, ft 
Tpx337654C0, X3066808C, ab,  SX3066808C, ab,   4/0Triplex, 50, ft 
Tpx337655C0, X3141396C, ab,  SX3141396C, ab,   4/0Triplex, 50, ft 
Tpx337659C0, X3066810C, ab,  SX3066810C, ab,   4/0Triplex, 50, ft 
Tpx337660C0, X2897769C, ab,  SX2897769C, ab,   4/0Triplex, 50, ft 
Tpx337661B0, X2766749B, ab,  SX2766749B, ab,   4/0Triplex, 50, ft 
Tpx337665B0, X2973178B, ab,  SX2973178B, ab,   4/0Triplex, 50, ft 
Tpx337666B0, X3029518B, ab,  SX3029518B, ab,   4/0Triplex, 50, ft 
Tpx337668B0, X2935549B, ab,  SX2935549B, ab,   4/0Triplex, 50, ft 
Tpx337669A0, X3122811A, ab,  SX3122811A, ab,   4/0Triplex, 50, ft 
Tpx337671A0, X3254207A, ab,  SX3254207A, ab,   4/0Triplex, 50, ft 
Tpx337672B0, X2822877B, ab,  SX2822877B, ab,   4/0Triplex, 50, ft 
Tpx337673A0, X2841618A, ab,  SX2841618A, ab,   4/0Triplex, 50, ft 
Tpx337674A0, X3066805A, ab,  SX3066805A, ab,   4/0Triplex, 50, ft 
Tpx337675A0, X2785514A, ab,  SX2785514A, ab,   4/0Triplex, 50, ft 
Tpx337676A0, X3235244A, ab,  SX3235244A, ab,   4/0Triplex, 50, ft 
Tpx337677A0, X2785513A, ab,  SX2785513A, ab,   4/0Triplex, 50, ft 
Tpx337678A0, X3160101A, ab,  SX3160101A, ab,   4/0Triplex, 50, ft 
Tpx337679A0, X3010559A, ab,  SX3010559A, ab,   4/0Triplex, 50, ft 
Tpx337684A0, X3159448A, ab,  SX3159448A, ab,   4/0Triplex, 50, ft 
Tpx337687B0, X2973156B, ab,  SX2973156B, ab,   4/0Triplex, 50, ft 
Tpx337688B0, X3029501B, ab,  SX3029501B, ab,   4/0Triplex, 50, ft 
Tpx337689B0, X2691949B, ab,  SX2691949B, ab,   4/0Triplex, 50, ft 
Tpx337690B0, X3104127B, ab,  SX3104127B, ab,   4/0Triplex, 50, ft 
Tpx337691B0, X2897774B, ab,  SX2897774B, ab,   4/0Triplex, 50, ft 
Tpx337692B0, X2879061B, ab,  SX2879061B, ab,   4/0Triplex, 50, ft 
Tpx337693B0, X3066813B, ab,  SX3066813B, ab,   4/0Triplex, 50, ft 
Tpx337694B0, X2991910B, ab,  SX2991910B, ab,   4/0Triplex, 50, ft 
Tpx337695B0, X2879072B, ab,  SX2879072B, ab,   4/0Triplex, 50, ft 
Tpx337696B0, X3197635B, ab,  SX3197635B, ab,   4/0Triplex, 50, ft 
Tpx337697B0, X2804258B, ab,  SX2804258B, ab,   4/0Triplex, 50, ft 
Tpx337698B0, X3235250B, ab,  SX3235250B, ab,   4/0Triplex, 50, ft 
Tpx337699B0, X2954349B, ab,  SX2954349B, ab,   4/0Triplex, 50, ft 
Tpx337700B0, X2766722B, ab,  SX2766722B, ab,   4/0Triplex, 50, ft 
Tpx337701B0, X2879071B, ab,  SX2879071B, ab,   4/0Triplex, 50, ft 
Tpx337702B0, X3029504B, ab,  SX3029504B, ab,   4/0Triplex, 50, ft 
Tpx337703B0, X2691948B, ab,  SX2691948B, ab,   4/0Triplex, 50, ft 
Tpx337704B0, X2710546B, ab,  SX2710546B, ab,   4/0Triplex, 50, ft 
Tpx337705B0, X2785547B, ab,  SX2785547B, ab,   4/0Triplex, 50, ft 
Tpx337706B0, X3254214B, ab,  SX3254214B, ab,   4/0Triplex, 50, ft 
Tpx337707B0, X3160104B, ab,  SX3160104B, ab,   4/0Triplex, 50, ft 
Tpx337708B0, X3216349B, ab,  SX3216349B, ab,   4/0Triplex, 50, ft 
Tpx337709B0, X2879077B, ab,  SX2879077B, ab,   4/0Triplex, 50, ft 
Tpx337710B0, X2991916B, ab,  SX2991916B, ab,   4/0Triplex, 50, ft 
Tpx337712C0, X3235245C, ab,  SX3235245C, ab,   4/0Triplex, 50, ft 
Tpx337713C0, X2766716C, ab,  SX2766716C, ab,   4/0Triplex, 50, ft 
Tpx337714C0, X3254209C, ab,  SX3254209C, ab,   4/0Triplex, 50, ft 
Tpx337715A0, X3254204A, ab,  SX3254204A, ab,   4/0Triplex, 50, ft 
Tpx337716A0, X2841627A, ab,  SX2841627A, ab,   4/0Triplex, 50, ft 
Tpx337717A0, X3216348A, ab,  SX3216348A, ab,   4/0Triplex, 50, ft 
Tpx337718A0, X2691947A, ab,  SX2691947A, ab,   4/0Triplex, 50, ft 
Tpx337720A0, X2841648A, ab,  SX2841648A, ab,   4/0Triplex, 50, ft 
Tpx337722A0, X2973157A, ab,  SX2973157A, ab,   4/0Triplex, 50, ft 
Tpx337723A0, X3178978A, ab,  SX3178978A, ab,   4/0Triplex, 50, ft 
Tpx337724A0, X2879075A, ab,  SX2879075A, ab,   4/0Triplex, 50, ft 
Tpx337728A0, X3082992A, ab,  SX3082992A, ab,   4/0Triplex, 50, ft 
Tpx337729A0, X2728247A, ab,  SX2728247A, ab,   4/0Triplex, 50, ft 
Tpx337729B0, X2728247B, ab,  SX2728247B, ab,   4/0Triplex, 50, ft 
Tpx337729C0, X2728247C, ab,  SX2728247C, ab,   4/0Triplex, 50, ft 
Tpx338893A0, X3197633A, ab,  SX3197633A, ab,   4/0Triplex, 50, ft 
Tpx338894A0, X2879069A, ab,  SX2879069A, ab,   4/0Triplex, 50, ft 
Tpx338896A0, X3178971A, ab,  SX3178971A, ab,   4/0Triplex, 50, ft 
Tpx338897A0, X2973154A, ab,  SX2973154A, ab,   4/0Triplex, 50, ft 
Tpx338898A0, X2973155A, ab,  SX2973155A, ab,   4/0Triplex, 50, ft 
Tpx338899C0, X3122814C, ab,  SX3122814C, ab,   4/0Triplex, 50, ft 
Tpx338900A0, X2991908A, ab,  SX2991908A, ab,   4/0Triplex, 50, ft 
Tpx338908C0, X2860481C, ab,  SX2860481C, ab,   4/0Triplex, 50, ft 
Tpx338910C0, X2841621C, ab,  SX2841621C, ab,   4/0Triplex, 50, ft 
Tpx338913B0, X2804255B, ab,  SX2804255B, ab,   4/0Triplex, 50, ft 
Tpx338915C0, X2954345C, ab,  SX2954345C, ab,   4/0Triplex, 50, ft 
Tpx338917A0, X2935555A, ab,  SX2935555A, ab,   4/0Triplex, 50, ft 
Tpx338918A0, X2897773A, ab,  SX2897773A, ab,   4/0Triplex, 50, ft 
Tpx338919A0, X2748127A, ab,  SX2748127A, ab,   4/0Triplex, 50, ft 
Tpx338920A0, X3197631A, ab,  SX3197631A, ab,   4/0Triplex, 50, ft 
Tpx338921A0, X2935554A, ab,  SX2935554A, ab,   4/0Triplex, 50, ft 
Tpx338922B0, X2822866B, ab,  SX2822866B, ab,   4/0Triplex, 50, ft 
Tpx338923C0, X3178972C, ab,  SX3178972C, ab,   4/0Triplex, 50, ft 
Tpx338924C0, X3104123C, ab,  SX3104123C, ab,   4/0Triplex, 50, ft 
Tpx338925A0, X2973153A, ab,  SX2973153A, ab,   4/0Triplex, 50, ft 
Tpx338926A0, X3216123A, ab,  SX3216123A, ab,   4/0Triplex, 50, ft 
Tpx338927A0, X2972930A, ab,  SX2972930A, ab,   4/0Triplex, 50, ft 
Tpx338930B0, X3029506B, ab,  SX3029506B, ab,   4/0Triplex, 50, ft 
Tpx338931C0, X2785521C, ab,  SX2785521C, ab,   4/0Triplex, 50, ft 
Tpx338932C0, X3197661C, ab,  SX3197661C, ab,   4/0Triplex, 50, ft 
Tpx338933B0, X3216345B, ab,  SX3216345B, ab,   4/0Triplex, 50, ft 
Tpx338934B0, X2879070B, ab,  SX2879070B, ab,   4/0Triplex, 50, ft 
Tpx338935B0, X2973160B, ab,  SX2973160B, ab,   4/0Triplex, 50, ft 
Tpx338936C0, X3066815C, ab,  SX3066815C, ab,   4/0Triplex, 50, ft 
Tpx338937C0, X2897777C, ab,  SX2897777C, ab,   4/0Triplex, 50, ft 
Tpx338941C0, X2991914C, ab,  SX2991914C, ab,   4/0Triplex, 50, ft 
Tpx338942A0, X2822869A, ab,  SX2822869A, ab,   4/0Triplex, 50, ft 
Tpx338943C0, X2729410C, ab,  SX2729410C, ab,   4/0Triplex, 50, ft 
Tpx338944C0, X3197640C, ab,  SX3197640C, ab,   4/0Triplex, 50, ft 
Tpx338945A0, X2954353A, ab,  SX2954353A, ab,   4/0Triplex, 50, ft 
Tpx338947B0, X3160109B, ab,  SX3160109B, ab,   4/0Triplex, 50, ft 
Tpx338949B0, X3104136B, ab,  SX3104136B, ab,   4/0Triplex, 50, ft 
Tpx338950B0, X2822872B, ab,  SX2822872B, ab,   4/0Triplex, 50, ft 
Tpx338953B0, X3122821B, ab,  SX3122821B, ab,   4/0Triplex, 50, ft 
Tpx338954A0, X2860482A, ab,  SX2860482A, ab,   4/0Triplex, 50, ft 
Tpx338955B0, X3010560B, ab,  SX3010560B, ab,   4/0Triplex, 50, ft 
Tpx338956A0, X3104119A, ab,  SX3104119A, ab,   4/0Triplex, 50, ft 
Tpx338957C0, X2785517C, ab,  SX2785517C, ab,   4/0Triplex, 50, ft 
Tpx338958C0, X3066809C, ab,  SX3066809C, ab,   4/0Triplex, 50, ft 
Tpx338959C0, X2954344C, ab,  SX2954344C, ab,   4/0Triplex, 50, ft 
Tpx338960C0, X2897767C, ab,  SX2897767C, ab,   4/0Triplex, 50, ft 
Tpx338961C0, X3254208C, ab,  SX3254208C, ab,   4/0Triplex, 50, ft 
Tpx338962C0, X2748125C, ab,  SX2748125C, ab,   4/0Triplex, 50, ft 
Tpx338963C0, X2673303C, ab,  SX2673303C, ab,   4/0Triplex, 50, ft 
Tpx338964C0, X3104117C, ab,  SX3104117C, ab,   4/0Triplex, 50, ft 
Tpx338965A0, X3010568A, ab,  SX3010568A, ab,   4/0Triplex, 50, ft 
Tpx338966C0, X3029505C, ab,  SX3029505C, ab,   4/0Triplex, 50, ft 
Tpx338967C0, X2673318C, ab,  SX2673318C, ab,   4/0Triplex, 50, ft 
Tpx338968C0, X3178979C, ab,  SX3178979C, ab,   4/0Triplex, 50, ft 
Tpx338969A0, X3104129A, ab,  SX3104129A, ab,   4/0Triplex, 50, ft 
Tpx338970A0, X3141401A, ab,  SX3141401A, ab,   4/0Triplex, 50, ft 
Tpx338972B0, X2841632B, ab,  SX2841632B, ab,   4/0Triplex, 50, ft 
Tpx338973A0, X2748157A, ab,  SX2748157A, ab,   4/0Triplex, 50, ft 
Tpx338975A0, X2785537A, ab,  SX2785537A, ab,   4/0Triplex, 50, ft 
Tpx338976B0, X2691967B, ab,  SX2691967B, ab,   4/0Triplex, 50, ft 
Tpx338977A0, X2916620A, ab,  SX2916620A, ab,   4/0Triplex, 50, ft 
Tpx338977B0, X2916620B, ab,  SX2916620B, ab,   4/0Triplex, 50, ft 
Tpx338977C0, X2916620C, ab,  SX2916620C, ab,   4/0Triplex, 50, ft 
Tpx338978C0, X2766738C, ab,  SX2766738C, ab,   4/0Triplex, 50, ft 
Tpx338979B0, X3066814B, ab,  SX3066814B, ab,   4/0Triplex, 50, ft 
Tpx338981B0, X2820535B, ab,  SX2820535B, ab,   4/0Triplex, 50, ft 
Tpx338982B0, X2785534B, ab,  SX2785534B, ab,   4/0Triplex, 50, ft 
Tpx338983B0, X2691965B, ab,  SX2691965B, ab,   4/0Triplex, 50, ft 
Tpx338984A0, X2748144A, ab,  SX2748144A, ab,   4/0Triplex, 50, ft 
Tpx338985A0, X2897792A, ab,  SX2897792A, ab,   4/0Triplex, 50, ft 
Tpx338986A0, X2785538A, ab,  SX2785538A, ab,   4/0Triplex, 50, ft 
Tpx338987A0, X2897793A, ab,  SX2897793A, ab,   4/0Triplex, 50, ft 
Tpx338988A0, X3254231A, ab,  SX3254231A, ab,   4/0Triplex, 50, ft 
Tpx338989A0, X3254230A, ab,  SX3254230A, ab,   4/0Triplex, 50, ft 
Tpx338990B0, X2673331B, ab,  SX2673331B, ab,   4/0Triplex, 50, ft 
Tpx338992B0, X2935567B, ab,  SX2935567B, ab,   4/0Triplex, 50, ft 
Tpx338993B0, X2804272B, ab,  SX2804272B, ab,   4/0Triplex, 50, ft 
