#  Loads are defined as two 120V loads connected line to neutral
#  Phase designation "ab" implies two 120V loads
#  kW load is divided equally between the two 120V "phases"
#  Status: fixed=does not vary (load multipliers do not apply)

Name, NumPhases, Bus, phases, Voltage, status, model, connection, kW, PF
302474A0, 2, SX3048214A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
302507B0, 2, SX3235275B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
302508C0, 2, SX2897779C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
302509C0, 2, SX2804261C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302510C0, 2, SX3178980C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302514A0, 2, SX2973164A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
302637A0, 2, SX2748132A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
302672C0, 2, SX3254205C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
302673A0, 2, SX3010569A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
302674A0, 2, SX2673321A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
302675A0, 2, SX2954354A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
302676A0, 2, SX2710519A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
302677A0, 2, SX3066819A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
302678A0, 2, SX3029499A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
302679A0, 2, SX2897772A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
302731A0, 2, SX3122826A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
302732A0, 2, SX2691953A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
302733A0, 2, SX2860491A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
302733B0, 2, SX2860491B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
302734A0, 2, SX2991922A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
302735A0, 2, SX2991923A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
302803C0, 2, SX3085400C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
302804C0, 2, SX3141399C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
302805C0, 2, SX2954351C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302807C0, 2, SX3235266C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
302808C0, 2, SX2841626C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
302809C0, 2, SX2954350C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302810C0, 2, SX3178977C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302811C0, 2, SX3160105C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302812C0, 2, SX2691945C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
302813C0, 2, SX3010567C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302834C0, 2, SX2841625C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
302858C0, 2, SX2897776C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
302859C0, 2, SX3254215C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302860C0, 2, SX3122819C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
302861C0, 2, SX2748133C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
302862C0, 2, SX3085399C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
310560A0, 2, SX2879074A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
310561A0, 2, SX3122820A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
310568A0, 2, SX2710517A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
310569A0, 2, SX3197639A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
310570A0, 2, SX3160106A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321159A0, 2, SX3008248A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
321836A0, 2, SX3235247A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
321837A0, 2, SX2673312A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321838A0, 2, SX2691944A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321839A0, 2, SX2710516A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321840B0, 2, SX2804256B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
321841B0, 2, SX2954347B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
321845B0, 2, SX3178975B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
321847B0, 2, SX3160100B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321848B0, 2, SX3085390B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321849B0, 2, SX2748152B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321851B0, 2, SX2729434B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321852C0, 2, SX2916608C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
321853B0, 2, SX2673313B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
321854B0, 2, SX2804257B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321855B0, 2, SX2860485B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321856B0, 2, SX2860506B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321858B0, 2, SX3122815B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
321859B0, 2, SX3254213B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
321860B0, 2, SX2785543B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
321861C0, 2, SX3235248C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
321874A0, 2, SX2764412A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321876A0, 2, SX3027132A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
321877A0, 2, SX3101787A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321878A0, 2, SX3101788A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321880A0, 2, SX2876812A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
321881A0, 2, SX2970811A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
321882C0, 2, SX2916607C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
321883C0, 2, SX3010564C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
321884C0, 2, SX2710515C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
321886C0, 2, SX2766746C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
321887C0, 2, SX2691941C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
321888C0, 2, SX3235241C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
321890C0, 2, SX3104118C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
321891C0, 2, SX2748126C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
321892C0, 2, SX3235267C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
321893C0, 2, SX2841645C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
321894C0, 2, SX3066829C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
323233B0, 2, SX3254203B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323234B0, 2, SX2860480B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323235B0, 2, SX3197624B, ab,  120.0,  variable, 1,  wye, 1.95, 0.97
323236B0, 2, SX2822860B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323237B0, 2, SX3048199B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323241B0, 2, SX2710508B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323242B0, 2, SX3122810B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323243B0, 2, SX2897765B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323244B0, 2, SX2804248B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
323245B0, 2, SX2785512B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323247B0, 2, SX2935553B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323248B0, 2, SX3048207B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323249B0, 2, SX2729427B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323250B0, 2, SX2748131B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323252B0, 2, SX2879066B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323253B0, 2, SX2973152B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323254B0, 2, SX2879068B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323255B0, 2, SX2860484B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323261B0, 2, SX3085397B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323263A0, 2, SX3066812A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
323264B0, 2, SX3216344B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
323265B0, 2, SX2860501B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323266B0, 2, SX3197632B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323267B0, 2, SX2710514B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323273B0, 2, SX3048203B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323274B0, 2, SX2860500B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323275B0, 2, SX3197660B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323277B0, 2, SX2897800B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
323279B0, 2, SX3235246B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323280B0, 2, SX2710512B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323282B0, 2, SX2897791B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
323283B0, 2, SX2916618B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
323284B0, 2, SX3160113B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323285B0, 2, SX2804269B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323286B0, 2, SX2989564B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323287B0, 2, SX2897789B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323387B0, 2, SX2690941B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323388B0, 2, SX3234185B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323389B0, 2, SX3065750B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323391B0, 2, SX3159037B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
323392B0, 2, SX2748124B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323394B0, 2, SX2710504B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
323397B0, 2, SX2954346B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
323398B0, 2, SX2710505B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323399B0, 2, SX3178974B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323400B0, 2, SX2691943B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323403B0, 2, SX2916603B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
323418A0, 2, SX2804254A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
325245B0, 2, SX2710513B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
325472B0, 2, SX2973149B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
325473B0, 2, SX3010562B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
325474B0, 2, SX3254228B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
328363B0, 2, SX2936213B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
328364C0, 2, SX2692633C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
328365B0, 2, SX3179646B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
328367C0, 2, SX3104830C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
330121B0, 2, SX3142078B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
330122B0, 2, SX2879752B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337614B0, 2, SX2952003B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337619A0, 2, SX2990826A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337619B0, 2, SX2990826B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337619C0, 2, SX2990826C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337623C0, 2, SX3197626C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337624C0, 2, SX3066807C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
337625C0, 2, SX3197627C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337626C0, 2, SX3216343C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337627C0, 2, SX3085393C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337628C0, 2, SX2897770C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337629C0, 2, SX2748128C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337630C0, 2, SX3085392C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337631C0, 2, SX3029497C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
337632C0, 2, SX2673307C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337633C0, 2, SX2729406C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337634C0, 2, SX2897768C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337635C0, 2, SX2822863C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
337636C0, 2, SX2841619C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
337641C0, 2, SX2804282C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337642C0, 2, SX3104154C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
337643C0, 2, SX2897806C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337645B0, 2, SX3216342B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337646B0, 2, SX2879063B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337647A0, 2, SX3048227A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337648B0, 2, SX3216367B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337650A0, 2, SX3010561A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337652B0, 2, SX2991939B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337653B0, 2, SX2673308B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
337654C0, 2, SX3066808C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337655C0, 2, SX3141396C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337659C0, 2, SX3066810C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337660C0, 2, SX2897769C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
337661B0, 2, SX2766749B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337665B0, 2, SX2973178B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337666B0, 2, SX3029518B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337668B0, 2, SX2935549B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
337669A0, 2, SX3122811A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337671A0, 2, SX3254207A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337672B0, 2, SX2822877B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337673A0, 2, SX2841618A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337674A0, 2, SX3066805A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337675A0, 2, SX2785514A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337676A0, 2, SX3235244A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337677A0, 2, SX2785513A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337678A0, 2, SX3160101A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337679A0, 2, SX3010559A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337684A0, 2, SX3159448A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337687B0, 2, SX2973156B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337688B0, 2, SX3029501B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337689B0, 2, SX2691949B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337690B0, 2, SX3104127B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337691B0, 2, SX2897774B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337692B0, 2, SX2879061B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
337693B0, 2, SX3066813B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337694B0, 2, SX2991910B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337695B0, 2, SX2879072B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337696B0, 2, SX3197635B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337697B0, 2, SX2804258B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337698B0, 2, SX3235250B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
337699B0, 2, SX2954349B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337700B0, 2, SX2766722B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337701B0, 2, SX2879071B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337702B0, 2, SX3029504B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337703B0, 2, SX2691948B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337704B0, 2, SX2710546B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337705B0, 2, SX2785547B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337706B0, 2, SX3254214B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337707B0, 2, SX3160104B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337708B0, 2, SX3216349B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337709B0, 2, SX2879077B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
337710B0, 2, SX2991916B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337712C0, 2, SX3235245C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337713C0, 2, SX2766716C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
337714C0, 2, SX3254209C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
337715A0, 2, SX3254204A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337716A0, 2, SX2841627A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337717A0, 2, SX3216348A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337718A0, 2, SX2691947A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
337720A0, 2, SX2841648A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337722A0, 2, SX2973157A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
337723A0, 2, SX3178978A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337724A0, 2, SX2879075A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337728A0, 2, SX3082992A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
337729A0, 2, SX2728247A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
337729B0, 2, SX2728247B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
337729C0, 2, SX2728247C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
338893A0, 2, SX3197633A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338894A0, 2, SX2879069A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
338896A0, 2, SX3178971A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338897A0, 2, SX2973154A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338898A0, 2, SX2973155A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338899C0, 2, SX3122814C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
338900A0, 2, SX2991908A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338908C0, 2, SX2860481C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
338910C0, 2, SX2841621C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338913B0, 2, SX2804255B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338915C0, 2, SX2954345C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
338917A0, 2, SX2935555A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338918A0, 2, SX2897773A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
338919A0, 2, SX2748127A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338920A0, 2, SX3197631A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338921A0, 2, SX2935554A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
338922B0, 2, SX2822866B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338923C0, 2, SX3178972C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
338924C0, 2, SX3104123C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
338925A0, 2, SX2973153A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338926A0, 2, SX3216123A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338927A0, 2, SX2972930A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338930B0, 2, SX3029506B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
338931C0, 2, SX2785521C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
338932C0, 2, SX3197661C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
338933B0, 2, SX3216345B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
338934B0, 2, SX2879070B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
338935B0, 2, SX2973160B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
338936C0, 2, SX3066815C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338937C0, 2, SX2897777C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338941C0, 2, SX2991914C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
338942A0, 2, SX2822869A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338943C0, 2, SX2729410C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338944C0, 2, SX3197640C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
338945A0, 2, SX2954353A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338947B0, 2, SX3160109B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338949B0, 2, SX3104136B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
338950B0, 2, SX2822872B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338953B0, 2, SX3122821B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338954A0, 2, SX2860482A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338955B0, 2, SX3010560B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338956A0, 2, SX3104119A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338957C0, 2, SX2785517C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
338958C0, 2, SX3066809C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338959C0, 2, SX2954344C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338960C0, 2, SX2897767C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338961C0, 2, SX3254208C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338962C0, 2, SX2748125C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338963C0, 2, SX2673303C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
338964C0, 2, SX3104117C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
338965A0, 2, SX3010568A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338966C0, 2, SX3029505C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338967C0, 2, SX2673318C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338968C0, 2, SX3178979C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
338969A0, 2, SX3104129A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
338970A0, 2, SX3141401A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338972B0, 2, SX2841632B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338973A0, 2, SX2748157A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
338975A0, 2, SX2785537A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338976B0, 2, SX2691967B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
338977A0, 2, SX2916620A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
338977B0, 2, SX2916620B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
338977C0, 2, SX2916620C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
338978C0, 2, SX2766738C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
338979B0, 2, SX3066814B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
338981B0, 2, SX2820535B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338982B0, 2, SX2785534B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338983B0, 2, SX2691965B, ab,  120.0,  variable, 1,  wye, 1.95, 0.97
338984A0, 2, SX2748144A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338985A0, 2, SX2897792A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
338986A0, 2, SX2785538A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
338987A0, 2, SX2897793A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
338988A0, 2, SX3254231A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
338989A0, 2, SX3254230A, ab,  120.0,  variable, 1,  wye, 1.77, 0.97
338990B0, 2, SX2673331B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
338992B0, 2, SX2935567B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
338993B0, 2, SX2804272B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
338994B0, 2, SX3160115B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
338995B0, 2, SX3254227B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
338997B0, 2, SX2860499B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
338998B0, 2, SX3254229B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
338999B0, 2, SX2822873B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
339001B0, 2, SX3178988B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
339002B0, 2, SX2785536B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
339003B0, 2, SX3066826B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
339004B0, 2, SX3197653B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
339005B0, 2, SX2785535B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
339006B0, 2, SX2916619B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
339007B0, 2, SX2916617B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
339008B0, 2, SX3122835B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
339010B0, 2, SX2691966B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
